question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
9ad82ae1a74b,Wie viele Beschäftigungsverhältnisse in abhängiger Beschäftigung haben Sie?,select_one,,,"Eins
Zwei
Drei oder mehr
Nicht abhängig beschäftigt, ausschließlich selbständig oder freiberuflich tätig",,,German,Demographische Standards 2024,,,,,,,,employment_status,false
857077d129f6,Welche berufliche Tätigkeit üben sie aus?,text,,,,,,German,Demographische Standards 2024,,,,,,,,occupation,false
d36947bca847,Welche berufliche Stellung haben oder hatten Sie in ihrer hauptsächlich ausgeübten Erwerbstätigkeit?,select_one,,,"Selbständige*r Landwirt*in oder Genossenschaftsbauer
Selbständige*r, Freiberufler*in ohne Beschäftigte
Selbständige*r, Freiberufler*in mit Beschäftigten
Akademiker*in in Freiem Beruf (Arzt/Ärztin, Rechtsanwalt/Rechtsanwältin, Steuerberater*in und Ähnliches)
Selbständig im Handel, Im Gastgewerbe, im Handwerk, in der Industrie, in der Dienstleistung, auch Ich-AG oder PGH-Mitglied
Beamtenanwärter*in
Beamter/Beamtin, Richter*in, Berufssoldat*in
Angestellte*r
Arbeiter*in
in einer beruflichen Ausbildung/Lehre
Mithelfende*r Familienangehörige*r",,,German,Demographische Standards 2024,,,,,,,,occupational_position,false
1cda9ca4813b,Wie häufig nutzen Sie das Internet?,select_one,,,"täglich
mehrmals die Woche
einmal die Woche
seltener
nie",,,German,Demographische Standards 2024,,,,,,,,communication_usage,false
0392a1503e37,Wie viele Personen leben ständig in Ihrem Haushalt?,integer,,,,,,German,Demographische Standards 2024,,,,,,,,household_size,false
7ece34c1e38c,Wie hoch ist das monatliche Haushaltsnettoeinkommen?,select_one,,,"unter 500 Euro
500 bis unter 750 Euro
750 bis unter 1.000 Euro
1.000 bis unter 1.250 Euro
1.250 bis unter 1.500 Euro
1.500 bis unter 1.750 Euro
1.750 bis unter 2.000 Euro
2.000 bis unter 2.250 Euro
2.250 bis unter 2.500 Euro
2.500 bis unter 2.750 Euro
2.750 bis unter 3.000 Euro
3.000 bis unter 3.250 Euro
3.250 bis unter 3.500 Euro
3.500 bis unter 4.000 Euro
4.000 bis unter 4.500 Euro
4.500 bis unter 5.000 Euro
5.000 bis unter 6.000 Euro
6.000 bis unter 7.000 Euro
7.000 bis unter 8.000 Euro
8.000 bis unter 10.000 Euro
10.000 bis unter 15.000 Euro
15.000 bis unter 25.000 Euro
25.000 Euro und mehr",,,German,Demographische Standards 2024,,,,,,,,household_income,false
c6152714dc27,Do you currently have a job or do any unpaid work outside your home?,select_one,"",Do you currently have a job or do any unpaid work outside your home?,"Yes
No","",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_1,NA
1176791f2b59,"During the last 7 days, on how many days did you do vigorous physical activities like heavy lifting, digging, heavy construction, or climbing up stairs as part of your work? Think about only those physical activities that you did for at least 10 minutes at a time.",integer,"","During the last 7 days, on how many days did you do vigorous physical activities like heavy lifting, digging, heavy construction, or climbing up stairs as part of your work? Think about only those physical activities that you did for at least 10 minutes at a time.",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_2,NA
39d0b0dcdd05,How much time did you usually spend on one of those days doing vigorous physical activities as part of your work?,integer,"",How much time did you usually spend on one of those days doing vigorous physical activities as part of your work?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_3,NA
cadde11f3d64,"Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate physical activities like carrying light loads as part of your work? Please do not include walking.",integer,"","Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate physical activities like carrying light loads as part of your work? Please do not include walking.",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_4,NA
e864082d059f,How much time did you usually spend on one of those days doing moderate physical activities as part of your work?,integer,"",How much time did you usually spend on one of those days doing moderate physical activities as part of your work?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_5,NA
504dee98d095,"During the last 7 days, on how many days did you walk for at least 10 minutes at a time as part of your work? Please do not count any walking you did to travel to or from work.",integer,"","During the last 7 days, on how many days did you walk for at least 10 minutes at a time as part of your work? Please do not count any walking you did to travel to or from work.",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_6,NA
c6b5733c3ed8,How much time did you usually spend on one of those days walking as part of your work?,integer,"",How much time did you usually spend on one of those days walking as part of your work?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_7,NA
e562bb64b827,"During the last 7 days, on how many days did you travel in a motor vehicle like a train, bus, car, or tram?",integer,"","During the last 7 days, on how many days did you travel in a motor vehicle like a train, bus, car, or tram?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_8,NA
4b232477a8c7,"How much time did you usually spend on one of those days traveling in a train, bus, car, tram, or other kind of motor vehicle?",integer,"","How much time did you usually spend on one of those days traveling in a train, bus, car, tram, or other kind of motor vehicle?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_9,NA
78b4f4b7a6c8,"During the last 7 days, on how many days did you bicycle for at least 10 minutes at a time to go from place to place?",integer,"","During the last 7 days, on how many days did you bicycle for at least 10 minutes at a time to go from place to place?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_10,NA
a29a86facc3c,How much time did you usually spend on one of those days to bicycle from place to place?,integer,"",How much time did you usually spend on one of those days to bicycle from place to place?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_11,NA
6c816be3e2f4,"During the last 7 days, on how many days did you walk for at least 10 minutes at a time to go from place to place?",integer,"","During the last 7 days, on how many days did you walk for at least 10 minutes at a time to go from place to place?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_12,NA
6b69507be8e9,How much time did you usually spend on one of those days walking from place to place?,integer,"",How much time did you usually spend on one of those days walking from place to place?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_13,NA
55cc5dcf6701,"Think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do vigorous physical activities like heavy lifting, chopping wood, shoveling snow, or digging in the garden or yard?",integer,"","Think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do vigorous physical activities like heavy lifting, chopping wood, shoveling snow, or digging in the garden or yard?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_14,NA
e2e46e160693,How much time did you usually spend on one of those days doing vigorous physical activities in the garden or yard?,integer,"",How much time did you usually spend on one of those days doing vigorous physical activities in the garden or yard?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_15,NA
1e338db8fd13,"Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate activities like carrying light loads, sweeping, washing windows, and raking in the garden or yard?",integer,"","Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate activities like carrying light loads, sweeping, washing windows, and raking in the garden or yard?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_16,NA
b77a78eafe55,How much time did you usually spend on one of those days doing moderate physical activities in the garden or yard?,integer,"",How much time did you usually spend on one of those days doing moderate physical activities in the garden or yard?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_17,NA
b9757a2cad07,"Once again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate activities like carrying light loads, washing windows, scrubbing floors and sweeping inside your home?",integer,"","Once again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate activities like carrying light loads, washing windows, scrubbing floors and sweeping inside your home?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_18,NA
467b2d8d32dc,How much time did you usually spend on one of those days doing moderate physical activities inside your home?,integer,"",How much time did you usually spend on one of those days doing moderate physical activities inside your home?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_19,NA
1648fb999021,"Not counting any walking you have already mentioned, during the last 7 days, on how many days did you walk for at least 10 minutes at a time in your leisure time?",integer,"","Not counting any walking you have already mentioned, during the last 7 days, on how many days did you walk for at least 10 minutes at a time in your leisure time?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_20,NA
5609122dde86,How much time did you usually spend on one of those days walking in your leisure time?,integer,"",How much time did you usually spend on one of those days walking in your leisure time?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_21,NA
1def0bf7f91f,"Think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do vigorous physical activities like aerobics, running, fast bicycling, or fast swimming in your leisure time?",integer,"","Think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do vigorous physical activities like aerobics, running, fast bicycling, or fast swimming in your leisure time?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_22,NA
239c3bd97536,How much time did you usually spend on one of those days doing vigorous physical activities in your leisure time?,integer,"",How much time did you usually spend on one of those days doing vigorous physical activities in your leisure time?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_23,NA
a762f55853c4,"Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate physical activities like bicycling at a regular pace, swimming at a regular pace, and doubles tennis in your leisure time?",integer,"","Again, think about only those physical activities that you did for at least 10 minutes at a time. During the last 7 days, on how many days did you do moderate physical activities like bicycling at a regular pace, swimming at a regular pace, and doubles tennis in your leisure time?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_24,NA
75b4b849bd75,How much time did you usually spend on one of those days doing moderate physical activities in your leisure time?,integer,"",How much time did you usually spend on one of those days doing moderate physical activities in your leisure time?,,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_25,NA
4996446fa9e2,"During the last 7 days, how much time did you usually spend sitting on a weekday?",integer,"","During the last 7 days, how much time did you usually spend sitting on a weekday?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_26,NA
07fc4a4cd05e,"During the last 7 days, how much time did you usually spend sitting on a weekend day?",integer,"","During the last 7 days, how much time did you usually spend sitting on a weekend day?",,"",,English,International Physical Activity Questionnaire,Health,Physical activity,Physical activity,Physical activity,Numerical open-ended answers,,,ipaq_27,NA
b10b6dc06ca5,What aspects of your experience stood out the most? ,text,"",What aspects of your experience stood out the most? ,"","",,English,Maze Questionnaire,User Research,Product,Recall,Recall,Open-ended answers,,,maze_1,NA
d3b5a2baa4bb,What are you currently doing to make this [PROBLEM] / [TASK] easier?,text,"",What are you currently doing to make this [PROBLEM] / [TASK] easier?,"","",,English,Maze Questionnaire,User Research,"Problem, Solution, Task",Opportunity,Opportunity,Open-ended answers,,,maze_2,NA
3ba4933fc0d0,Do you have any additional thoughts you would like to share about the new feature?,text,"",Do you have any additional thoughts you would like to share about the new feature?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_3,NA
fc00cb7d55d3,How does this [PROBLEM] impact other areas of your work?,text,"",How does this [PROBLEM] impact other areas of your work?,"","",,English,Maze Questionnaire,User Research,"Pain, Problem, Task",Opportunity,Opportunity,Open-ended answers,,,maze_4,NA
daf895663634,What other solutions have you tried when looking to accomplish [TASK]?,text,"",What other solutions have you tried when looking to accomplish [TASK]?,"","",,English,Maze Questionnaire,User Research,"Product, Solution, Task","Motivation, Opportunity","Motivation, Opportunity",Open-ended answers,,,maze_5,NA
0e420e052e44,What is the most challenging aspect of [PROBLEM]?,text,"",What is the most challenging aspect of [PROBLEM]?,"","",,English,Maze Questionnaire,User Research,"Problem, Task",Opportunity,Opportunity,Open-ended answers,,,maze_6,NA
276430645a98,What type of workarounds have you created to help you with this [TASK]?,text,"",What type of workarounds have you created to help you with this [TASK]?,"","",,English,Maze Questionnaire,User Research,"Problem, Solution, Task",Opportunity,Opportunity,Open-ended answers,,,maze_7,NA
93bc337398f8,What do you like about how you currently solve [PROBLEM]?,text,"",What do you like about how you currently solve [PROBLEM]?,"","",,English,Maze Questionnaire,User Research,"Problem, Solution","Opportunity, Sentiment","Opportunity, Sentiment",Open-ended answers,,,maze_8,NA
263538c9ca49,What aspects of the design stood out to you?,text,"",What aspects of the design stood out to you?,"","",,English,Maze Questionnaire,User Research,Design,Desirable,Desirable,Open-ended answers,,,maze_9,NA
3dc1d581ac1f,To what extend do you feel this design was made for you?,text,"",To what extend do you feel this design was made for you?,"","",,English,Maze Questionnaire,User Research,"Design, Solution",Sentiment,Sentiment,Open-ended answers,,,maze_10,NA
3f51316defbd,"How, if at all, do you expect [PRODUCT] to help you accomplish your business goals?",text,"","How, if at all, do you expect [PRODUCT] to help you accomplish your business goals?","","",,English,Maze Questionnaire,User Research,"Goal, Product",Expectation,Expectation,Open-ended answers,,,maze_11,NA
7e1309ca1743,Is there anything else about [PRODUCT] that you would like to share?,text,"",Is there anything else about [PRODUCT] that you would like to share?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_12,NA
6075b4be6c76,What are your primary business goals?,text,"",What are your primary business goals?,"","",,English,Maze Questionnaire,User Research,Goal,"Motivation, Useful","Motivation, Useful",Open-ended answers,,,maze_13,NA
af4c5fce8399,Will you continue to use [FEATURE]?,text,"",Will you continue to use [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_14,NA
7cdc3eb68d6d,What's the single most important thing we could do to make [PRODUCT] better?,text,"",What's the single most important thing we could do to make [PRODUCT] better?,"","",,English,Maze Questionnaire,User Research,Product,Opportunity,Opportunity,Open-ended answers,,,maze_15,NA
15222146e9e0,At what price point is [PRODUCT] too expensive?,text,"",At what price point is [PRODUCT] too expensive?,"","",,English,Maze Questionnaire,User Research,Product,Pricing,Pricing,Open-ended answers,,,maze_16,NA
b2af6dac206f,"Before we start, what you do professionally?",text,"","Before we start, what you do professionally?","","",,English,Maze Questionnaire,User Research,People,"Demographics, Findable","Demographics, Findable",Open-ended answers,,,maze_17,NA
7ba9d808957a,How did you feel about the task you performed?,text,"",How did you feel about the task you performed?,"","",,English,Maze Questionnaire,User Research,Task,Usable,Usable,Open-ended answers,,,maze_18,NA
1491d93871e7,"Overall, how easy or difficult was it to perform this task?",text,"","Overall, how easy or difficult was it to perform this task?","","",,English,Maze Questionnaire,User Research,Task,Usable,Usable,Open-ended answers,,,maze_19,NA
4be3fbc5136b,Did the [FEATURE] work as you had expected?,text,"",Did the [FEATURE] work as you had expected?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Sentiment","Expectation, Sentiment",Open-ended answers,,,maze_20,NA
b97d55c001ad,Do you have any challenges with your current solution?,text,"",Do you have any challenges with your current solution?,"","",,English,Maze Questionnaire,User Research,"Pain, Solution",Opportunity,Opportunity,Open-ended answers,,,maze_21,NA
6c3d0f2fbbfe,"If any, what challenges do you face with your current solution?",text,"","If any, what challenges do you face with your current solution?","","",,English,Maze Questionnaire,User Research,"Pain, Solution",Opportunity,Opportunity,Open-ended answers,,,maze_22,NA
2db5e6aa843d,"If any, what problems do you face when you do [TASK]?",text,"","If any, what problems do you face when you do [TASK]?","","",,English,Maze Questionnaire,User Research,"Pain, Task",Opportunity,Opportunity,Open-ended answers,,,maze_23,NA
818bc603f4b3,What workarounds have you created for addressing any challenges you may have with your current solution?,text,"",What workarounds have you created for addressing any challenges you may have with your current solution?,"","",,English,Maze Questionnaire,User Research,"Pain, Solution",Opportunity,Opportunity,Open-ended answers,,,maze_24,NA
519176de1097,What parts of the [PRODUCT] did you like the most?,text,"",What parts of the [PRODUCT] did you like the most?,"","",,English,Maze Questionnaire,User Research,Product,Desirable,Desirable,Open-ended answers,,,maze_25,NA
4d7edaaa03bc,What could be improved?,text,"",What could be improved?,"","",,English,Maze Questionnaire,User Research,"Design, Product, Solution","Opportunity, Sentiment, Usable","Opportunity, Sentiment, Usable",Open-ended answers,,,maze_26,NA
4cc0336a3894,What could we do to improve this [FEATURE]?,text,"",What could we do to improve this [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment, Usable","Desirable, Sentiment, Usable",Open-ended answers,,,maze_27,NA
43b86c10e51b,Any other feedback you'd like to add?,text,"",Any other feedback you'd like to add?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_28,NA
d5e01d1909df,What parts of the [PRODUCT] did you like the least?,text,"",What parts of the [PRODUCT] did you like the least?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Usable","Desirable, Usable",Open-ended answers,,,maze_29,NA
13065aa5ead6,Do you have any additional feedback for the team?,text,"",Do you have any additional feedback for the team?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_30,NA
7dd9b37d14d9,What would you expect to see from the website?,text,"",What would you expect to see from the website?,"","",,English,Maze Questionnaire,User Research,Product,Expectation,Expectation,Open-ended answers,,,maze_31,NA
4b0bdb78e32b,How did you find the language used on the website?,text,"",How did you find the language used on the website?,"","",,English,Maze Questionnaire,User Research,"Copy, Product","Clarity, Sentiment","Clarity, Sentiment",Open-ended answers,,,maze_32,NA
f34f6b7cebed,What are your thoughts on the layout?,text,"",What are your thoughts on the layout?,"","",,English,Maze Questionnaire,User Research,"Design, Product","Sentiment, Usable","Sentiment, Usable",Open-ended answers,,,maze_33,NA
e5f2c55ca508,Any additional feedback on your experience with the website?,text,"",Any additional feedback on your experience with the website?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_34,NA
cb832c2af198,How much would you pay for [PRODUCT]?,text,"",How much would you pay for [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Pricing,Pricing,Open-ended answers,,,maze_35,NA
c3f55e057b22,What would you expect to happen once you've [TASK]?,text,"",What would you expect to happen once you've [TASK]?,"","",,English,Maze Questionnaire,User Research,"Design, Task","Expectation, Usable","Expectation, Usable",Open-ended answers,,,maze_36,NA
8a56b3f7a1bd,What is the main thing you recall?,text,"",What is the main thing you recall?,"","",,English,Maze Questionnaire,User Research,Design,Recall,Recall,Open-ended answers,,,maze_37,NA
ddab82723203,"Based on what you saw, what do you think this product offers?",text,"","Based on what you saw, what do you think this product offers?","","",,English,Maze Questionnaire,User Research,Product,"Recall, Valuable","Recall, Valuable",Open-ended answers,,,maze_38,NA
c032c1f40af2,Do you have any final thoughts on what you saw today?,text,"",Do you have any final thoughts on what you saw today?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_39,NA
173e16ec875b,What are your thoughts on the visual appearance of this page?,text,"",What are your thoughts on the visual appearance of this page?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_40,NA
1638e9e7d6dc,Was there any other option you considered selecting instead?,text,"",Was there any other option you considered selecting instead?,"","",,English,Maze Questionnaire,User Research,"Design, Task",Usable,Usable,Open-ended answers,,,maze_41,NA
4fbd780d7de9,What has led you to not start using [FEATURE]?,text,"",What has led you to not start using [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Usable","Desirable, Usable",Open-ended answers,,,maze_42,NA
f43e26aa17e2,"If any, please share any challenges you've faced while trying to use [FEATURE].",text,"","If any, please share any challenges you've faced while trying to use [FEATURE].","","",,English,Maze Questionnaire,User Research,"Problem, Product, Solution","Desirable, Usable","Desirable, Usable",Open-ended answers,,,maze_43,NA
07894412c5c3,What would prevent you from achieving [GOAL]?,text,"",What would prevent you from achieving [GOAL]?,"","",,English,Maze Questionnaire,User Research,"Goal, Problem",Opportunity,Opportunity,Open-ended answers,,,maze_44,NA
eda9606142c1,"Please complete this sentence: ""The biggest challenge my team has with [PRODUCT] / [SOLUTION] is...""",text,"","Please complete this sentence: ""The biggest challenge my team has with [PRODUCT] / [SOLUTION] is...""","","",,English,Maze Questionnaire,User Research,"Pain, Problem","Desirable, Sentiment, Usable","Desirable, Sentiment, Usable",Open-ended answers,,,maze_45,NA
b2a936f7f84a,How many people work at your current organization? ,text,"",How many people work at your current organization? ,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_46,NA
25559c0dc554,What is the name of your department at your current company?,text,"",What is the name of your department at your current company?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_47,NA
bc671b147196,How involved are you in the decision-making process when it comes to purchasing a new tool for work?,text,"",How involved are you in the decision-making process when it comes to purchasing a new tool for work?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_48,NA
c062630692d8,Which of the following best describes your current employment?,text,"",Which of the following best describes your current employment?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_49,NA
f39668071e27,What made you buy [PRODUCT]?,text,"",What made you buy [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product, Solution","Desirable, Expectation, Sentiment, Valuable","Desirable, Expectation, Sentiment, Valuable",Open-ended answers,,,maze_50,NA
335709b12980,Walk me through the first time you did [TASK],text,"",Walk me through the first time you did [TASK],"","",,English,Maze Questionnaire,User Research,Task,Recall,Recall,Open-ended answers,,,maze_51,NA
614707ab41d9,Describe your first impression of our website in three words,text,"",Describe your first impression of our website in three words,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_52,NA
b75716d82459,How confident did you feel while using [FEATURE]?,text,"",How confident did you feel while using [FEATURE]?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Recall, Sentiment, Usable","Recall, Sentiment, Usable",Open-ended answers,,,maze_53,NA
87c4bf89fa37,What was your first impression of Concept A?,text,"",What was your first impression of Concept A?,"","",,English,Maze Questionnaire,User Research,Design,"Recall, Sentiment","Recall, Sentiment",Open-ended answers,,,maze_54,NA
5f408a10cdb9,How believable is the claim?,text,"",How believable is the claim?,"","",,English,Maze Questionnaire,User Research,"Content, Copy",Sentiment,Sentiment,Open-ended answers,,,maze_55,NA
a366c0e7a415,What is the primary reason why you are canceling your account?,text,"",What is the primary reason why you are canceling your account?,"","",,English,Maze Questionnaire,User Research,"Adoption, Problem, Product",Motivation,Motivation,Open-ended answers,,,maze_56,NA
2872bd23120c,What is your main goal when [TASK]?,text,"",What is your main goal when [TASK]?,"","",,English,Maze Questionnaire,User Research,"Goal, Task",Useful,Useful,Open-ended answers,,,maze_57,NA
8546f8de0e56,How did you first learn about [PRODUCT]?,text,"",How did you first learn about [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Findable,Findable,Open-ended answers,,,maze_58,NA
59275a421824,Would you be interested in follow-up research with a member of the User Research team at [COMPANY]?,text,"",Would you be interested in follow-up research with a member of the User Research team at [COMPANY]?,"","",,English,Maze Questionnaire,User Research,Product,"Demographics, Wrap-up","Demographics, Wrap-up",Open-ended answers,,,maze_59,NA
f8ee7ffef600,"Imagine that in this very moment, [PRODUCT] is no longer available to you and your team. Which of the following best reflects how you feel about this?",text,"","Imagine that in this very moment, [PRODUCT] is no longer available to you and your team. Which of the following best reflects how you feel about this?","","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_60,NA
c876b507618a,Which of the following industries best describes your current company/organization?,text,"",Which of the following industries best describes your current company/organization?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_61,NA
c02b3dde3cbb,Which of the following best describes your job function?,text,"",Which of the following best describes your job function?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_62,NA
fa88250ba0a8,What does your role look like at your company?,text,"",What does your role look like at your company?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_63,NA
d01fae936b5f,How integral is [PRODUCT] in your day to day work?,text,"",How integral is [PRODUCT] in your day to day work?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_64,NA
aff64859c396,How likely are you to recommend [PRODUCT] to a friend or colleague?,text,"",How likely are you to recommend [PRODUCT] to a friend or colleague?,"","",,English,Maze Questionnaire,User Research,"People, Product",Sentiment,Sentiment,Open-ended answers,,,maze_65,NA
8f777d052ed9,How might you go about performing [TASK]?,text,"",How might you go about performing [TASK]?,"","",,English,Maze Questionnaire,User Research,Task,"Expectation, Usable","Expectation, Usable",Open-ended answers,,,maze_66,NA
b50bfde9cbff,How did you feel overall when learning how to use [PRODUCT] in [SCENARIO]?,text,"",How did you feel overall when learning how to use [PRODUCT] in [SCENARIO]?,"","",,English,Maze Questionnaire,User Research,Product,"Findable, Usable","Findable, Usable",Open-ended answers,,,maze_67,NA
c4626ac9dd8d,What feeling best describes your experience completing [TASK]?,text,"",What feeling best describes your experience completing [TASK]?,"","",,English,Maze Questionnaire,User Research,Task,Usable,Usable,Open-ended answers,,,maze_68,NA
6ae9bbbbde22,Did the experience meet your expectations?,text,"",Did the experience meet your expectations?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Valuable","Expectation, Valuable",Open-ended answers,,,maze_69,NA
32906ea0d447,How effectively does this communicate [THEME]?,text,"",How effectively does this communicate [THEME]?,"","",,English,Maze Questionnaire,User Research,"Copy, Design",Clarity,Clarity,Open-ended answers,,,maze_70,NA
d38e2fc7e9d1,How do you feel with [FEATURE]?,text,"",How do you feel with [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Usable, Valuable","Sentiment, Usable, Valuable",Open-ended answers,,,maze_71,NA
7ad040d65007,How would you rate your overall experience with [PRODUCT]?,text,"",How would you rate your overall experience with [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Usable","Sentiment, Usable",Open-ended answers,,,maze_72,NA
26feb0456ab3,If you could change one thing about the design what would it be?,text,"",If you could change one thing about the design what would it be?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_73,NA
dfaf1724623d,Any challenges encountered while setting up [FEATURE]?,text,"",Any challenges encountered while setting up [FEATURE]?,"","",,English,Maze Questionnaire,User Research,"Design, Product","Findable, Usable","Findable, Usable",Open-ended answers,,,maze_74,NA
